Sat Jan 31 23:23:50 +0000 2015,Daniel wenn du ein Bier möchtest dann musst du bei mir vorbei kommen #ibes
Sat Jan 31 00:51:14 +0000 2015,1 Bier bitte. Danke @Früh Em Veedel http://instagram.com/p/yf7SQHO29s/
Fri Jan 30 23:56:41 +0000 2015,"Ich trinke mit jedem Follower, der mich verlässt, zwei Bier."
Fri Jan 30 22:53:26 +0000 2015,"@SibylleBerg kommt jetzt gleich die Raute? 6 Bier im Kopf, aber das brauch ich jetzt schon noch."
Fri Jan 30 22:50:18 +0000 2015,Fußball ohne Bier ist wie Tennis
Fri Jan 30 22:11:58 +0000 2015,Ist noch Bier da?
Fri Jan 30 22:05:41 +0000 2015,@silentdan @Bierseele quatscht! bier wird's immer!
Fri Jan 30 21:16:08 +0000 2015,"""WIR ZIEHEN DEN BAYERN DIE LEDERHOSEN AUS, DIE LEDERHOSEN AUS, DIE LEDERHOSEN AUS!"" Ich will ein 5:1 sehen! #Bundesliga"
Fri Jan 30 21:13:18 +0000 2015,@DMWarrior Du liest richtig!
Fri Jan 30 21:12:47 +0000 2015,Das ist einfach ganz großes Kino was die Wölfe da liefern. Einfach fantastisch. #vflfcb #bundesliga
Fri Jan 30 20:21:03 +0000 2015,"Hm, da ist jetzt aber Feuer drin. Zur Pause empfiehlt sich ein kühles Bier, das beruhigt die Gemüter. #WOBFCB"
Fri Jan 30 19:13:54 +0000 2015,Ich sehe so klein aus.
Fri Jan 30 19:01:22 +0000 2015,@SpringerHerten Gleich da. &lt;3
Fri Jan 30 16:41:59 +0000 2015,Ich übernachte das Wochenende also in einem Hotel. Interessant.
Fri Jan 30 16:40:28 +0000 2015,@GerdJ1 Ich kanns verstehen.
Fri Jan 30 16:35:36 +0000 2015,"@GerdJ1 Diese Erfolgfans tuen so weh, egal bei welchem Verein."
Fri Jan 30 16:34:39 +0000 2015,"Hallo Bielefeld, mein Herz "
Fri Jan 30 16:32:57 +0000 2015,"@GerdJ1 Wenn sie in der 2. Liga sind gibt es die meisten dieser ""Fans"" nicht mehr."
Fri Jan 30 16:30:38 +0000 2015,@GerdJ1 Wird (zu meinem Bedauern) diese Saison nicht mehr passieren.
Fri Jan 30 16:24:07 +0000 2015,Das Spiel gegen Osnabrück ist abgesagt. Aileen (18) weint mehr als auf der Beerdigung ihrer Oma.
Fri Jan 30 16:22:45 +0000 2015,"Die ""Bin stolz drauf vom Staat zu kassieren"" Menschen aus meiner alten Klasse sind hier. Ich kotze."
Fri Jan 30 16:15:03 +0000 2015,@Sophistikaethe @Der711er @kfdreizehn 1 Kaschden Bier!
Fri Jan 30 12:36:23 +0000 2015,"@rockeffekt Sonst war das auch nie das Thema, aber komischer Weise jetzt aufeinmal."
Fri Jan 30 12:28:39 +0000 2015,"Was diese Familie an den Worten ""Ich sitze auf dem Klo!"" nicht versteht. Unfassbar."
Fri Jan 30 12:24:35 +0000 2015,"Wenn ich mich dann endgültig mit meinem Vater zerstritten habe, werde ich ihm die ganze schmutzige Wahrheit über seine Tochter erzählen."
Fri Jan 30 12:21:27 +0000 2015,In jeden Raum des Hauses habe ich eine kleine Kiste mit Essen und einen Schraubenzieher versteckt. Das nenne ich Vorbereitung.
Fri Jan 30 12:14:17 +0000 2015,"Meine Eltern sind auch so, wenn meine Freunde was mit Fußball am Hut haben sind das gleich Kleinkriminelle."
Fri Jan 30 12:11:59 +0000 2015,Noch bei den Eltern zu wohnen hat eigentlich nur einen Nachteil: Ich darf nicht nach Lust und Laune Freunde hier übernachten lassen.
Fri Jan 30 10:17:48 +0000 2015,Diese Musik macht mich fertig. Man will sofort 34 Bier trinken. Und einen Eimer Sangria! Weil geht nich’ anders.
Thu Jan 29 20:00:05 +0000 2015,"Ein Mann, ein Bier, ein Kulturkombinat offene Neustadt. #Kukoon"
Thu Jan 29 18:33:08 +0000 2015,Beim #Queen Konzert mit meinem Vater. Lecker #Bier und gute #Musik! Bin gespannt. #erstesmal
Thu Jan 29 14:27:49 +0000 2015,Mahlzeit! Essen im Krankenhaus-Cafe #OWL #BadOeynhausen #HDZ #foodporn #Bier #beer #Herforder @Hdz http://instagram.com/p/ycPJYwLiv5/
Thu Jan 29 06:33:14 +0000 2015,Bett wäre ne' Option. Mit dir.
Wed Jan 28 21:54:43 +0000 2015,Ideal zum Lagern von Bier. Bayreuther Katakomben :-) #beer #de #Pixlr @Katakomben der Bayreuther… http://instagram.com/p/yadfndF1dE/
Wed Jan 28 17:15:13 +0000 2015,DIESE EINE LIEBE WIRD NIE ZU ENDE GEHEN. WAAAAANN WERD ICH SIE WIEDERSEHEN?
Wed Jan 28 17:11:49 +0000 2015,@phiI94 Wollte ich wohl sagen. War klar.
Wed Jan 28 17:10:27 +0000 2015,Ich weine. #LastRT
Wed Jan 28 16:42:38 +0000 2015,"Mama, ich liebe dich!"
Wed Jan 28 16:37:23 +0000 2015,"Einkaufen mit Mutti ist auch mehr ""Mama darf ich das? Mama bitte. BITTE. DAS IST SO UNFAIR!!!"" Man merkt das ich 18 bin, oder?"
Wed Jan 28 16:33:01 +0000 2015,Für die Erwachsenen unter uns.
Wed Jan 28 11:41:32 +0000 2015,Krombacher verkauft weniger Bier Das ist der Anfang vom Ende des christlichen Abendlandes
Wed Jan 28 10:41:59 +0000 2015,@birkgrueling nett dass du an mich gedacht hast (und mir wieder folgst). Wann kann man dir ein Bier ausgeben?
Wed Jan 28 06:45:26 +0000 2015,Müde! Ende der Durchsage.
Wed Jan 28 00:21:00 +0000 2015,Zur Laterne #german #pub #badenbaden #lantern #bier #beer #deutsch #traditional #deutsch #lights @… http://instagram.com/p/yYJcK9hz67/
Tue Jan 27 23:32:33 +0000 2015,@MichaelLange32 #saufen #Männer #bier #exklusiv so macht man #Bierflasche auf
Tue Jan 27 20:11:35 +0000 2015,Auch diese Sendung hat wieder gezeigt dass es noch ein laaanger weg ist! #lt #bier #Deutschland #zdf
Tue Jan 27 19:29:55 +0000 2015,"#Auschwitz, Erinnerung und Mahnung findet im Fernsehen leider erst im Spätprogramm Platz. Wichtiger ist z.B. Im ZDF wie gut unser Bier ist"
Tue Jan 27 19:18:27 +0000 2015,Passend zum @ZDF ... Wie gut ist unser Bier? Prost! #Bier #Sofa #Flensburger
Tue Jan 27 16:54:33 +0000 2015,Langsam gehen die mit so richtig auf m Sack! Brauch n Bier und zwar dringend!
Tue Jan 27 12:45:54 +0000 2015,Wie kann man so heiß sein?
Mon Jan 26 22:03:13 +0000 2015,"ich will kein #bier mehr trinken. Aber ich muss, weil es sonst schlecht wird."
Sun Jan 25 19:31:54 +0000 2015,"In Dortmund trinkt man während der Dienstbesprechung Bier, in Kiel isst man Huhn und trinkt Wein. #tatort"
Sun Jan 25 18:37:10 +0000 2015,Mir ist gerade ein Cheeseburger runtergefallen. Der Schmerz sitzt immer noch sehr tief.
Sun Jan 25 18:25:27 +0000 2015,Heimweg.
Sun Jan 25 15:47:46 +0000 2015,Bier! (@Bellgarden Arena) https://www.swarmapp.com/c/iHx2geXvJtP
Sun Jan 25 15:31:35 +0000 2015,"Ich hab noch 2 Bier á 2 Liter, wer kommt rum??? #Sonntagsstammtisch #Sonntagslektuere #Sonntag #Sonntagnachmittag #ChillinSunday"
Sun Jan 25 12:58:06 +0000 2015,Mal für alle: @irbfl will nicht mit mir zusammen meinen Keller aufräumen und dabei Bier trinken!
Sun Jan 25 12:15:10 +0000 2015,"@Schlachthof_Wi wer 3h in der Kneipe sitzt und sich überlegt ob er ein Bier trinkt, braucht keines! Erkennen Sie eine Analogie @sensorWI"
Sun Jan 25 12:12:30 +0000 2015,Für mehr spontane Ausflüge nach Holland und zur Reeperbahn.
Sun Jan 25 12:07:48 +0000 2015,"Freunde sind die, die dich mitten in der Nacht einsammeln und mit dir einen Spontantrip nach Holland machen."
Sun Jan 25 10:04:10 +0000 2015,Bin jetzt nich mehr müde zum glück aber denn ich gehe um bier uhr bowlen
Sat Jan 24 19:21:48 +0000 2015,"@cedricziel Wenn man viel Bier trinkt, ist man Säufer, bei Wein ist man dann Kenner. ;)"
Sat Jan 24 18:03:02 +0000 2015,"Hab mir Bier holen und werde schon bedroht,nur weil ich mich übern twitter hermachen müßte."
Sat Jan 24 12:11:10 +0000 2015,ABER ICH LIEBE HALO :(
Sat Jan 24 12:10:13 +0000 2015,Das ich jetzt kein Halo mitspiele liegt einzig und allein daran das es auf der Xbox gespielt wird. Man muss ja konsequent bleiben.
Sat Jan 24 11:53:32 +0000 2015,rinderbraten essen und bier trinken für den regenwald!
Sat Jan 24 09:43:33 +0000 2015,"Super frühstück, nur das Bier Fehlt. "
Sat Jan 24 01:17:11 +0000 2015,Du fehlst mir.
Sat Jan 24 01:06:39 +0000 2015,Es laufen die allerschönsten Songs die Metallica und Guns N' Roses je rausgebracht haben und ich sitze dort alleine.
Sat Jan 24 00:30:24 +0000 2015,"Ich will nicht sterben, ich will doch noch ein Bier #domian"
Fri Jan 23 22:13:29 +0000 2015,Geil!!! Wochenende!!! Ich flipp aus!!! Geil!!! Bier!!! Wochenende!!! Nur die Blauen fehlen. So richtich. #s04
Fri Jan 23 21:55:15 +0000 2015,ICK BUN NICHT BETRNHEN
Fri Jan 23 21:52:07 +0000 2015,@phiI94 @hsgnordhorn DIESER SCHMERZ
Fri Jan 23 21:49:05 +0000 2015,@SpringerHerten Mach ich!
Fri Jan 23 20:11:34 +0000 2015,Bier oder Wein? #fragralle
Fri Jan 23 20:07:13 +0000 2015,"Wir unterhalten uns über Star Wars, Star Trek und Herr der Ringe. Wie so Nerds. <3"
Fri Jan 23 19:58:03 +0000 2015,"Geschäftsidee: Bier mit Vogelspinne drin (so wie Tequila mit Wurm). ""Zutaten: Wasser, Malz, Vogelspinne"". Südamerikanisches Flair!"
Fri Jan 23 19:55:57 +0000 2015,@SpringerHerten NEUE FREUNDE
Fri Jan 23 19:37:42 +0000 2015,Bier jetzt es ist Freitag Abend
Fri Jan 23 18:04:58 +0000 2015,19:04!!!! Geil!!! Wochenende!!! Bier!!! Geil!! Wochenende!!! Ich flipp aus!!! Und dann noch 19:04!! Ich flipp aus!!!#s04
Fri Jan 23 17:14:19 +0000 2015,"Bier ist kalt, Buffet aufgebaut, der FC kann kommen (@Klüngelpütz Kabarett Theater in Cologne, Germany) https://www.swarmapp.com/c/lJXHEwkFOYR"
Fri Jan 23 16:16:02 +0000 2015,Wochenende!!!! Geil!!! Ich flipp aus!!! Bier!!! Geil!!
Fri Jan 23 14:48:37 +0000 2015,Rheines Bier des Monats Januar: das Herforder Weihnachtsbier! Glückwunsch! 
Fri Jan 23 12:54:42 +0000 2015,OH: '…dann gehen wir mal zum Bier über.' – 'Schon wieder?! Ich bin doch gerade erst wach geworden.' …es freitagt wieder sehr.
Fri Jan 23 12:41:52 +0000 2015,Im Fernsehen kommt was über die Stadt Pilsen und jetzt will ich ein Bier.
Fri Jan 23 11:33:13 +0000 2015,@PeppersFan87 Das will ich doch schwer hoffen. :D
Fri Jan 23 11:25:01 +0000 2015,@PeppersFan87 Nächste mal. :D
Fri Jan 23 11:22:37 +0000 2015,@PeppersFan87 Um Viere bin ich schon wieder daheim. :D
Fri Jan 23 11:19:45 +0000 2015,@PeppersFan87 Kannste vergessen. Ist zu weit weg. :D
Fri Jan 23 11:17:40 +0000 2015,@PeppersFan87 Kein Problem. Wo muss ich hin? :D
Fri Jan 23 10:36:23 +0000 2015,@Valvados @Aerdbaerchi_BT ich trinke euer Bier!
Fri Jan 23 08:59:19 +0000 2015,DER SATURN MACHT AUF 
Fri Jan 23 08:49:29 +0000 2015,Wer von meinen Followern will denn jetzt gerne in den Werre Park kommen? Mir ist ein wenig langweilig.
Thu Jan 22 20:17:34 +0000 2015,@ennobunger Mich würde es wirklich sehr freuen dich mal live zu hören. :)
Thu Jan 22 18:26:46 +0000 2015,"Muscheln ""Belgische Art"" @Bier-Esel http://instagram.com/p/yKo7TlML8C/"
Thu Jan 22 17:49:21 +0000 2015,"@Uehmche bei dem Bier, was es da gibt, kannste nur schmähen ;-) @dierudola @nick_f95"
Thu Jan 22 16:37:23 +0000 2015,@FaceBehindBook @xab83 Bier und Kuchen würde aber auch nicht schmecken ;-)
Thu Jan 22 15:07:10 +0000 2015,"@jpgames_de können uns im März bei nem Bier drüber unterhalten, 140 Zeichen reichen einfach nicht XD"
Thu Jan 22 11:39:17 +0000 2015,"Ich hab heute den ersten Nachmittag ohne Verpflichtungen, seit Wochen. Ich werde ihn mit Bier kaufen und Schlafen verbringen."
Wed Jan 21 19:22:42 +0000 2015,"Kann jetzt kein Bier trinken, weil ich die scheiß Tablette nehmen musste. Kotzt mich das an."
Wed Jan 21 19:13:44 +0000 2015,"Bratwurst und Bier. Vielendank. (@Brauhaus Päffgen in Köln, Nordrhein-Westfalen) https://www.swarmapp.com/c/4mQkCruAkpN"
Wed Jan 21 10:12:37 +0000 2015,Heute ist Tag der #Jogginghose #Jogginghosentag Endlich im standesgemäßen Outfit zum Kiosk und Bier holen.
Wed Jan 21 09:24:25 +0000 2015,Ich schaue jetzt The Vampire Diaries. WIESO HABE ICH DAS MONATELANG EINFACH SO NICHT MEHR GESCHAUT?
Wed Jan 21 06:59:57 +0000 2015,@PeppersFan87 Danke! :)
Tue Jan 20 10:57:30 +0000 2015,Glück zum Anfassen.
Tue Jan 20 07:13:12 +0000 2015,"8:10 am Morgen. Große Lachen in der U-Bahn-Station, die durchdringend nach Bier riecht. #yourdailynordstadt"
Mon Jan 19 23:28:06 +0000 2015,"Rätseln, rauchen, cappucchino und bier trinken, tv gucken....und ihr so"
Mon Jan 19 20:34:38 +0000 2015,"Es ist 21.34 Uhr der Montag fast vorbei jetzt ein Bier, Prost leute"
Mon Jan 19 19:58:38 +0000 2015,#geissens Wie geil ist das denn. Jetzt muss Bier und Wein in der Rettungsinsel nachgerüstet werden. 
Mon Jan 19 19:32:20 +0000 2015,"@ChrisLietze sag das nicht meinen Chef;-). Nein Spaß bei Seite. Auch beim Bier sind wir sehr Fair. Sierra Nevada für 3,50€"
Mon Jan 19 19:10:31 +0000 2015,Was gibt es besseres am #Montag #essen&amp;trinken #AKG #Twitter #TL #Bier #Flensburger #Sofa #Spotify
Mon Jan 19 17:40:04 +0000 2015,@SinnEsSucher Weil ich das sage!
Mon Jan 19 17:37:02 +0000 2015,@SinnEsSucher Sag sowas nicht. :D
Mon Jan 19 17:29:37 +0000 2015,Das Bier für 350€ hab ich dann mal stehen gelassen... (@REWE Homberg's große Bierwelt Craft-Beer-Store) https://www.swarmapp.com/c/eKSFQagaNIh
Mon Jan 19 17:26:42 +0000 2015,@SinnEsSucher Ich kann auch normal. :( @rockeffekt
Mon Jan 19 17:25:58 +0000 2015,Burger & Bier mit @waseigenes bei Sitzfeld im Rheinauhafen! Kommt vorbei liebe Kölner! @Sitzfeld.… http://instagram.com/p/yCzlZHS5gL/
Mon Jan 19 16:41:09 +0000 2015,Steven - Mein neuer bester Freund
Mon Jan 19 14:37:58 +0000 2015,@_phoeni 1. Mitte der Gesellschaft ist eine Selbstbezeichnung von #Pegida. 2. Sie machten sich grad Bier auf. 3. ich bin nicht Oberschicht.
Mon Jan 19 14:33:53 +0000 2015,Hallo Bielefeld 
Mon Jan 19 14:29:58 +0000 2015,"Nun macht sich die ""Mitte der Gesellschaft"" Bier auf. Vielleicht sind die bis M so blau, dass #bagida sich erledigt? #Hoffnung"
Mon Jan 19 12:34:18 +0000 2015,Ich bin unsichtbar.
Mon Jan 19 10:14:32 +0000 2015,Bekam heute das von einem Mitschüler. Love.
Sun Jan 18 20:59:23 +0000 2015,Guten Abend besucher alle weg jetzt ein Bier trinken 
Sun Jan 18 20:02:25 +0000 2015,"A Bier dringe zu gehn, wenn isch hier ferdich pinn - muss mal nach Ludwigshafen .. #tatort"
Sun Jan 18 12:50:03 +0000 2015,"Ich gehe trotz Absage zur #Pegida - Demonstration. Weil ich weiß, dass im Paradies auf jeden Märtyrer 72 Kästen Bier warten"
Sun Jan 18 11:07:15 +0000 2015,“@irbfl: @ptrthetank4G hast du Bier?” Das sollte ja nicht so das Problem sein!
Sat Jan 17 21:31:47 +0000 2015,"#Bier #bierbier #bierbierbier mit Andy (@Mephisto in Koblenz, Rheinland-Pfalz)"
Sat Jan 17 20:05:00 +0000 2015,@SpringerHerten SCHEISSE
Sat Jan 17 19:55:56 +0000 2015,"düsseldorf: besseres bier, bessere kunst, bessere musik, besserer untergrund und auch sonst besser. jedenfalls im vergleich zu stuttgart."
Sat Jan 17 19:31:28 +0000 2015,"Bitte. Verbietet Shirts mit Sprüchen. Vor allem etwas wie: ""Bier formte diesen schönen Körper!"""
Sat Jan 17 16:47:28 +0000 2015,"@PuuhduFerkel nix aber dann. Von dem vielen Fernet bekommt man Durst und dann gehts ab zur Theke, Bier trinken."
Sat Jan 17 16:23:54 +0000 2015,Bier schmeckt schonn widder. Überraschend. Oder erschreckend? 
Sat Jan 17 16:14:59 +0000 2015,Ich glaube da kippen sie den Zuschauern Valium ins Bier. #EQGCGO
Sat Jan 17 13:09:41 +0000 2015,Das erste Bier des Tages sollte gern ein #Stiegl sein. @stieglbrauerei #tce15 @Tourismuscamp Eichstätt http://instagram.com/p/x9MqmjIGz8/
Sat Jan 17 09:41:24 +0000 2015,"@Staubprinzessin Man munkelt. Vielleicht, vielleicht auch nicht. Braunbären sind cool und knuffig."
Sat Jan 17 09:37:32 +0000 2015,Die Augen der @Staubprinzessin erinnern mich an Braunbären. Wie ich draufkomme? Fragt den Alkohol.
Sat Jan 17 09:35:40 +0000 2015,"Und Tatsache, gestern vor der Haustür habe ich meinen Zauberstab geschwungen und ""Alohomora"" geschrien. Also nüchtern klappt besser."
Sat Jan 17 09:21:11 +0000 2015,Erstmal nen' Konterbierchen.
Sat Jan 17 09:14:56 +0000 2015,Ich habe meiner Mutter gestern Abend also betrunken den Bofrostmann vorgesungen. Über meinen Alkoholpegel muss ich dann nichts mehr sagen.
Sat Jan 17 08:47:51 +0000 2015,Der Staubwedel im Hintergrund ist so hocherotisch. @joeko_n &lt;3
Sat Jan 17 07:38:41 +0000 2015,Vielleicht war ich heute Nacht etwas (sehr) betrunken.
Fri Jan 16 21:03:25 +0000 2015,"Juhu, Bier Bier Bier, Boogie Boogie Boogie! Naja und der doofe @DrSolidian halt. (@Hegarty's Irish Pub in Bremen) https://www.swarmapp.com/c/886QI0CorW3"
Fri Jan 16 20:50:31 +0000 2015,dann is er auch noch nach 2 cola bier kolabiert ich rüttelte ihn wach und fragte
Fri Jan 16 20:16:31 +0000 2015,Ziel erreicht. Es gibt Essen und Bier (@Monntys Räuberhöhle) https://www.swarmapp.com/c/lJjPclcRehL
Fri Jan 16 19:42:19 +0000 2015,"@lana74 @ankeherzog @ManuMarron @nurtext @ChristinFiedler Lautet die Frage nicht eigentlich ""Pizza oder Bier?"""
Fri Jan 16 17:21:44 +0000 2015,sommer wäre jetzt toll. und seifenblasen auch. und bier. und lustige winkehände. und tolle menschen.… http://instagram.com/p/x7Esh2DEny/
Fri Jan 16 17:08:07 +0000 2015,"Endlich Freitag! PS4, GTA, Bier! "
Fri Jan 16 12:48:17 +0000 2015,@_BNDCT_ Aber sicher und bei dir? &lt;3
Fri Jan 16 12:29:58 +0000 2015,"Heute habe ich neue Dr. Martens bekommen, später kommt Chris und ich sehe den @joeko_n wieder. Ich liebe diesen Tag!"
Fri Jan 16 09:08:18 +0000 2015,Ok die eine Frau hat mit de Zähnen ihr Bier aufgemacht
Fri Jan 16 07:59:12 +0000 2015,@JeckesDing alleine schon für das Bier müsste @chandyzzle gefeiert werden!
Fri Jan 16 06:50:34 +0000 2015,Ein so unfassbar schönes Gefühl heute den letzten Arbeitstag der Woche zu haben. #hach
Fri Jan 16 06:22:24 +0000 2015,Erstmal nen' Toast.
Fri Jan 16 05:54:55 +0000 2015,"Menschen, die um diese Uhrzeit schon im Zug ihr Bier in der Hand haben. #Kopfschüttel #ohneWorte #unangenehm"
Thu Jan 15 16:29:19 +0000 2015,"Hrhr, dat Erotik "
Thu Jan 15 08:30:40 +0000 2015,War ja klar das der jetzt sein Bier auspackt. Ich könnt kotzen.
Thu Jan 15 06:40:21 +0000 2015,"Ich bin krank, müde und der Käse ist auch allein."
Wed Jan 14 19:51:16 +0000 2015,In #Köln gibt es jetzt auch ein neues Bier... Falafel - Kölsch 
Wed Jan 14 17:20:08 +0000 2015,Echt #schwäbesches #afterwork bier mit dem zymon_mire @Kap http://instagram.com/p/x168S6vWJM/
Wed Jan 14 12:21:58 +0000 2015,Eins meiner Hosenscheißer hatte heute ein Metallica Shirt an. <3
Wed Jan 14 12:11:19 +0000 2015,Manchmal reicht schon die richtige Musik um eine Zeitreise zu erleben.
Wed Jan 14 06:55:05 +0000 2015,@Zachitus Das was ich höre ist wirklich gut.
Wed Jan 14 06:42:48 +0000 2015,@Zachitus Ich bin furchtbar. Ich weiß.
Tue Jan 13 21:06:24 +0000 2015,"Ich bin fast 40 und hab keine Ahnung von ... Dann Kauf Dir so ein Shirt ""Bier formte diesen wunderschönen Körper"" und fahr nach Malle!"
Tue Jan 13 18:12:07 +0000 2015,Bier im Diebels @binfalse und @RforRocks
Tue Jan 13 17:22:41 +0000 2015,"Im Garten wuppen, auf Terrasse Bier trinken u grillen, Abends völlig fertig und sehr zufrieden sein. Fehlt mir und dem Hundi."
Tue Jan 13 13:08:04 +0000 2015,"""Erweise dich würdig."" ""Ist das aus Soldat James Ryan? Samma' Aileen weinst du?"" ""DAS WAR EIN SEHR BEDEUTSAMER MOMENT IN DIESEM FILM!"""
Tue Jan 13 06:53:51 +0000 2015,Einen wichtige Durchsage: ICH BIN KRANK!!!
Mon Jan 12 20:03:09 +0000 2015,Was man nicht alles so findet.
Mon Jan 12 18:03:38 +0000 2015,Dieser Hintergrund. Wahre Liebe.
Mon Jan 12 16:28:56 +0000 2015,@joeko_n Ne war nichts. Konnte da aber auch nicht.
Mon Jan 12 16:27:19 +0000 2015,@joeko_n Eigentlich sollte das letzten Freitag schon sein. :D
Mon Jan 12 16:26:20 +0000 2015,@joeko_n Er wollte die anderen auch fragen ob die kommen. Also die mit auf dem Konzert waren. :D
Mon Jan 12 16:23:35 +0000 2015,@joeko_n Hat gefragt. Bisschen trinken. :D
Mon Jan 12 16:22:36 +0000 2015,@joeko_n Keine Ahnung. Ich bin zumindest bei ihm. :D
Mon Jan 12 16:19:36 +0000 2015,@joeko_n Samma' biste Freitag auch da bei Marius?
Mon Jan 12 15:07:14 +0000 2015,@SpringerHerten Nüchtern.
Mon Jan 12 15:05:11 +0000 2015,N' Abend 
Mon Jan 12 13:53:27 +0000 2015,@verwildet ich shake nicht nur mein Bier ;)
Mon Jan 12 12:41:31 +0000 2015,Das ist der Beweis: Man bekommt auch von alkfreiem Bier eine Fahne. 
Mon Jan 12 06:20:57 +0000 2015,Montagmorgen - Zeit für Wochenende
Sun Jan 11 22:46:21 +0000 2015,@avocadoblume das kann natürlich auch sein. Hm. Ich hätte noch Bier da gehabt was ich hochbringen hätte können.
Sun Jan 11 22:20:19 +0000 2015,"Die DEG siegte 3-2, wir waren gut drauf, nur das Bier war alt ;-)))) "
Sun Jan 11 21:54:36 +0000 2015,@FeinerHopfen @silentdan Bier brauen benötigt vollste konzentration und keinen Alkohol intus
Sun Jan 11 20:11:28 +0000 2015,Das Pseudo-Hansa ist ja auch knuffig. Warum nimmt man nicht originales Dortmunder Bier? #Tatort
Sun Jan 11 18:39:18 +0000 2015,Dortmund Tatort stilecht mit Knifte und Union Bier (at @Dortmunder_U) https://www.swarmapp.com/c/lRblTRZrlAD
Sun Jan 11 17:53:37 +0000 2015,Auf geht's! #brotundtat im @Dortmunder U mit Stullen und Bier. #Tatort #Dortmund... https://www.swarmapp.com/c/7DmQtIwXTyP
Sun Jan 11 16:39:39 +0000 2015,Mosambik: 52 Menschen sterben durch vergiftetes Bier - DIE WELT http://dlvr.it/84TrmY
Sun Jan 11 14:49:16 +0000 2015,@HsnloseFrchheit Kenn ich. Jedes Wochenende.
Sun Jan 11 14:30:49 +0000 2015,Mosambik: 52 Tote durch vergiftetes Bier auf Beerdigungs-Feier - Hamburger Abendblatt http://dlvr.it/84RYCV
Sun Jan 11 14:13:14 +0000 2015,Vergiftetes Bier: Dutzende in Mosambik tot - B.Z. Berlin http://dlvr.it/84RGzN
Sat Jan 10 23:08:36 +0000 2015,"Wein, Cocktail, Bier, Sekt... Habe ich was vergessen!? (@Motorrad Jansen Party in Duisburg, Nordrhein-Westfalen) https://www.swarmapp.com/c/bHfMABg4sZE"
Sat Jan 10 21:18:47 +0000 2015,"Kartoffelsäcke schleppen, Fass wechseln - eigentlich wollte ich ja nur zweidrei Bier trinken."
Sat Jan 10 20:54:21 +0000 2015,"""@Dueseberg: Wo ist das, ich will da ne Kiste Bier und Pizza hinschicken. ""ich zahl die Hälfte..."
Sat Jan 10 20:41:58 +0000 2015,@PeppersFan87 Wirklich. :(
