,userId,comment,rating,dateAdded
10,3150,"Ja das Tannenzäpfle! ist durchaus schon besprochen worden hier. Für mich ist es das Massenbier meiner Wahl. Ich habe es aber selten aus dem Glas getrunken. Wohl an dann. Ins Glas kommt es erstaunlich hell fast zitronengelb  und natürlich klar. Eine Blume kommt und geht recht schnell wieder. In der Nase eher neutral, leichte florale Hopfenanflüge. Der Antrunk schön rezent und mit recht fülligem Körper für ein Pils.Das Malz schmeckt dann auch gut durch, ohne jedoch irgendwie muffig zu sein. Der Abgang ist wenig bitter, was für en süddeutsches Pils grundsätzlich ok ist,  aber man könnte es fast für ein leichtes Export halten Immerhin entschädigen florale Hopfenaromen am Ende. Ich tue mir schwer dieses Bier zu bewerten, weil es als Geh-Bier mein regelmäßiger Begleiter ist und daher entsprechend oft aus der Flasche genossen wird. Asche auf mein Haupt aber ich finde es schmeckt besser aus der Flasche als aus dem Glas. Und das ist ehrlich gesagt kein wirkliches Qualitätsmerkmal. Daher vergebe ich mit etwas schlechtem Gewissen die besten 6 Öffner, die bisher je vergeben habe. ",120,2020-01-25T20:45:02+01:00
11,5299,"Ich halte das Tannenzäpfle für deutlich überbewertet. Das Image ist hier wohl für den einen oder anderen Bewertungspunkt verantwortlich. Mich würd's interessieren, wie die Benotung bei einer Blindverkostung aussähe.

Mir fehlt bei diesem Bier Würze und Geschmacksvielfalt. Die Hopfenbitterkeit ist du.pf und viel zu dominant ohne in irgendeiner Weise interessant zu wirken.
Wäre auf der Flasche ein Aldi-Etikett lâge die Bewertung eher bei 4 bis 5 Punkten.",100,2020-01-04T15:06:33+01:00
12,5304,,100,2019-12-13T17:05:01+01:00
13,5190,,60,2019-12-09T21:16:57+01:00
14,5252,"Im Urlaub wieder einmal getrunken, ist als ein Genießerpils ok. Anfangs kommt es mir recht würzig-herb vor, nach den ersten Schlücken hab ich mich dran gewöhnt. Als süffig würde ich es nicht bezeichnen, ich trinke eher kleine Schlücke und max. zwei 0,33er am Abend. Mehr geht irendwie nicht, der Abgang gefällt mir nicht. jemand hat ihn hier als ""pappig"" bezeichnet... das triffts ganz gut.  ",140,2019-11-05T22:26:38+01:00
15,2712,"Das Rothaus Tannenzäpfle steht hellgolden im Glas. Die Schaumkrone ist mittel- bis feinporig und gut standhaft. Das Etikett kennt glaub ich jedes Kind, mir gefällt es gut. Das Bier riecht getreidig, leicht hopfig. Der Antrunk ist leicht malzig, im Mittelteil kommen Heu- und Grasnoten zum Vorschein. Der Abgang ist schön herb, passt gut zum Mittelteil. Ein gutes Pils, toll abgestimmt und schmackhaft.",140,2019-10-18T21:25:49+02:00
16,4808,"Das Tannenzäpfle, 1000 mal getrunken nie bewertet weil es gut ist. Kleine braune 0,33l mit unverkennbaren Etikett. Goldgelb mit üppiger feinporiger Schaumkrone. Es riecht würzig, getreidig. Der erste Schluck schmeckt malzig würzig eine gewisse Süße im Hintergrund mit langem Abgang. Ein süffiges leckeres Pils mit 5,1%. Gute 7 Öffner. 29.09.19",140,2019-09-29T23:54:38+02:00
17,5152,Das erste mal am Bodensee getrunken und direkt ein paar Flaschen eingepackt. Mir schmeckt es!,180,2019-09-11T03:20:12+02:00
18,5047,,160,2019-09-09T21:36:46+02:00
19,5018,Ein leichtes und leicht fruchtiges Pils,120,2019-09-07T13:30:54+02:00
20,4583,"Als Norddeutscher, umgeben von herben Bieren, wage ich mich mal an das Pils aus dem Schwarzwald, das mit einem ansprechenden Retro-Label daherkommt. Etwas unscheinbar in der heutigen Werbewelt, aber das ist Understatement. Denn das Bier erfüllt erst einmal alle Erwartungen. Richtig temperiert steht es sattgelb im Glas mit einer schönen Schaumkrone. Es riecht frisch und fruchtig und macht beim Trinken durch die fein dosierte Kohlensäure einen richtig runden Eindruck. Der Körper ist wie beim Pils üblich hopfig, aber ohne Bitternoten, hier hätte die Dosierung etwas höher ausfallen können, um den Charakter zu stärken. Das ist aber Jammern auf hohem Niveau, das Bier ist sehr appetitlich und lässt einen runden, fruchtig-herben Gesamteindruck zurück, der angenehm ausklingt. Ich kann das Bier weiterempfehlen. ",140,2019-09-05T19:12:30+02:00
21,5058,"Das Rothaus Tannenzäpfle - ein vollmundiges, erstklassiges Pils. Als Dortmunder bin ich ein Biergenießer.
Ein echtes Spitzenpilsener !",180,2019-08-02T14:15:06+02:00
22,5010,"Herb, fruchtig und einfach lecker. Einziges Manko: Hat was leicht pappiges im Abgang. Aber trotzdem mit das beste Pils das ich kenne. ",140,2019-07-29T01:35:14+02:00
23,4985,,180,2019-07-05T21:23:31+02:00
24,4928,,140,2019-06-14T21:24:50+02:00
25,4132,"schon x-fach getrunken aber mir nie darüber Gedanken gemacht. Jetzt weiss ich warum. Einerseits recht lecker, ohne grössere Ecken und Kanten oder andere Auffälligkeiten. Läuft gut mit mehr leicht süssem Extrakt und Breite, als ich es bei einem Pils erwarte. Es bleibt dabei, gerne mal im Glas und weiterhin keine Gedanken darüber machen. 7/10.",140,2019-05-10T19:50:56+02:00
26,4821,,100,2019-05-01T19:14:20+02:00
27,4741,"Nach den beiden enttäuschenden Bieren des heutigen Abends wird es Zeit für die Tannenzäpfle. So oft schon getrunken, nie bewertet von mir bisher. Ich brauch jetzt was leckeres, mein Forschereifer ist für heute erlahmt. Umwerfende Optik im Glas- ganz klar so soll ein Referenzpils aussehen. Hellgold und frisch sprudelnd unter einer feinporigen sich auftürmenden schneeweißen Blume. Ich habe hier auf den Bildern zwei 0,33er Flaschen in ein 0.5 l Glas der Brauereigenossenschaft Taufkirchen/Vils geschänkt. Die Nase sagt frisches Grün. Wiese, unreifes Obst, Frühsommer... Der Antrunk bizzelt an der Zunge. Eine erste Hopfenspitze, junges  Laub nach dem Regen. Ein dezenter, zartbitterer Malzkörper folgt und wird von einer Klassehopfung abgelöst. Der von mir so geschätzte Tettnanger übernimmt hier die Führung vor dem Hallertauer. Die Hopfenaromen bleiben auch noch eine ganze Zeit. Dabei wirkt der ganze Trunk zu keiner Zeit aufdringlich oder in irgendeiner Weise langweilig. Das trifft meinen Pilsgeschmack ziemlich genau. Ich nehme mir immer gerne ein paar Fläschchen mit als Beifang. Da weiß man definitiv, was man hat. Irgendwas steht zwischen mir, diesem köstlichen Pils und 10 Öffnern. Ich vermag es nicht zu definieren, ist aber so...",180,2019-04-26T22:24:33+02:00
28,4494,Das perfekte Bier,200,2019-03-29T03:00:15+01:00
29,4747,Tannenzäpfle geht immer!,160,2019-03-11T11:39:30+01:00
30,4713,Nadelbaumtee,120,2019-02-17T15:31:20+01:00
31,4521,,140,2019-01-30T10:30:31+01:00
32,4634,eine schöne Alternative!,180,2019-01-01T13:26:09+01:00
33,3966,"330 ml capped bottle. Poured a crystal clear and pale straw-gold coloured Pilsner with a good one finger almost white and creamy foamy head that had a long retention and tons of micro bubbles. Sustained carbonation. Good lacing. The aroma is floral hops, pale malts, cereals, bread, straw and a spicy touch. The flavour is herbal hops, caramel and grainy malts, acidic fruits, apples, grapefruits, citrus and a spicy peppery touch. The mouthfeel is crispy, quite thin, creamy, prickly and smooth. The texture is oily. This light to medium bodied Pilsner has a nice and lingering bitter finish. Enjoyable and easy drinkable, this Rothaus Pils Tannenzäpfle is a decent German Pilsner, brewed in the South Black Forest.",140,2018-12-29T18:55:10+01:00
34,4596,,120,2018-12-16T22:48:28+01:00
35,4588,Standardbier bei uns im Südwesten von Deutschland. Geht eigentlich immer,180,2018-12-11T18:42:13+01:00
36,4581,,180,2018-12-09T22:19:55+01:00
37,4037,"Auch eins, bei dem es jetzt höchste Zeit wird, daß ich es wirklich mal mit vollen Sinnen probiere:
Gebinde ist eine braune 0,33 l Vichyflasche, zum Etikett muss ich eihgentlich nichts sagen: das ist einfach ein Klassiker und sieht gut aus!
Im Glas ist es hell, klar, der Schaum nach kürzester Zeit verschwunden :-)
Im Antrunk ist es malzig und hopfig zugleich, würde sagen beides gleich dominant ;-) Vom Volumen und der Ausgewogenheit gar nicht übel. Die Kohlensäure ist mir ein bisschen zu schaumig im Mund, wirkt aber noch nicht zu agressiv. Hintenraus dominiert der Hopfen. Dieses ""Pilsner"" gefällt mir deutlich besser als das aus Bremen. Das hat einfach mehr Wucht und ist deutlich runder. Trinkt sich prima! 8 Öffner",160,2018-12-04T19:36:58+01:00
38,4114,Hervorragendes Pils aus dem Schwarzwald. Schmeckt auch mir als Oberbayern sehr gut.,160,2018-11-12T19:30:31+01:00
39,4495,,120,2018-10-18T19:02:14+02:00
40,4373,"Rothaus Pils Tannenzäpfle... Mein heutiges Bierchen zum Mittag zeigt sich in einer hellgoldenen Färbung mit einer ordentlichen Blume. Es duftet mild würzig und nach einer gewissen Frische. Sehr angenehm. 

Vom Geschmack: Der Antrunk ist spannend, denn dieses Bierchen sieht zwar unscheinbar aus, doch entpuppt es sich im Geschmack als ziemlich interessant. Ich weiß nicht, was es ist, aber irgendetwas schmeckt da deutlich raus, das extrem lecker ist. Des Weiteren ist es fruchtig und von einer milden Süße umzogen, was das Tannenzäpfle schön süffig werden lässt.

Zusammengefasst: Lecker! Für ein Pils, echt lecker. Das kann man problemlos hin und wieder in den Einkaufswagen packen. Wird nicht meine letzte Flasche gewesen sein. 
",160,2018-09-18T13:30:48+02:00
41,4435,"Tannenzäpfle ist ein gutes Bier, immer mal trinken",160,2018-09-14T19:03:38+02:00
42,4422,,140,2018-09-10T12:55:11+02:00
43,4119,Nichts besonderes aber gut trinkbar.,140,2018-08-22T21:26:29+02:00
44,4334,,160,2018-08-17T09:42:52+02:00
45,4284,,100,2018-07-29T00:06:55+02:00
46,4099,"Sehr leckeres Pils, das gerne an geselligen Abenden getrunken wird!",160,2018-07-24T22:01:55+02:00
47,4271,Ich liebe es seit mehr als 20 Jahren.Mein erstes von einem Badener bekommen und getrunken bis es uns umwarf.Eine schöne Erfahrung.Prost.,180,2018-07-24T18:55:16+02:00
48,2878,"Wieder so ein klassisches ""mal so zwischendurch"" Gebräu. Für ein Pils zu mild, Malzwürze soweit ganz angenehm, der Hopfenanteil eher enttäuschend gering. Nicht kastenwürdig

Schon merkwürdig manchmal..gerade nochmal getrunken und plötzlich schmeckts mir besser, weich, süßmalzig, hintenraus eigentlich auch gut hopfig. Ich muss doch 2 Öffner mehr geben..",140,2018-06-16T15:19:11+02:00
49,4165,,140,2018-05-31T15:36:26+02:00
50,4061,Im Glas schönes goldgelbes Bierchen. Wunderbar lang haltende Krone. Echt toll. Mir eine Idee zu viel Hopfenbittere. Die Kohlensäure hält sich prima zurück.  Gut trinkbares Bierchen. Gerne wieder.,160,2018-05-04T21:27:50+02:00
51,4088,"Eines meiner Lieblings-Pilsbiere.
Erfrischend, süffig, einfach lecker",160,2018-04-25T07:17:29+02:00
52,3316,,140,2018-04-18T17:18:28+02:00
53,3323,,120,2018-04-15T12:14:40+02:00
54,4082,,140,2018-04-14T01:26:22+02:00
55,3013,"Das Maidle bzw. Birgit Kraft ist ja die deutsche Labelikone schlechthin. Finde ich auch nicht altbacken, sondern einfach gutes Design. Das Rothaus gehört unbedingt zu den malzigeren Pilsen. Als ich mr noch Kreuzberger Nächte um die Ohren schlug, wechselte ich nach zwei Stück meist zu einem Hellen, weil das Malz zuviel wurde. Der Hopfen ist zwar sehr angenehm, aber zu dezent. Das angepriesene gute Bramuwasser scheint hier wirklich etwas zu bringen. Der Prototyp eines süddeutschen Pilses, aber nicht das Beste. Aber vielleicht schon das beste Industriepils in D., ich bin aber auch totaler Schwarzwaldfan. ",140,2018-04-12T22:15:16+02:00
56,4064,,140,2018-04-03T14:51:21+02:00
57,4050,,140,2018-03-28T08:47:05+02:00
58,4017,,160,2018-03-04T03:35:31+01:00
59,4033,,40,2018-02-26T23:32:39+01:00
60,4010,,180,2018-02-13T20:04:37+01:00
61,3991,,100,2018-02-03T18:33:00+01:00
62,3983,,160,2018-01-28T08:18:26+01:00
63,3712,"Hellgelb und mit einer phantastischen, langlebigen Blume ausgestattet macht mir das Rothaus Pils seine Aufwartung. Für ein Pils hält sich die Kohlensäure vornehm zurück, was ich sehr begrüßenswert finde. Es riecht überhaupt nicht wie ein klassisches Pils, das recht intensive Malzaroma gefällt mir ausgesprochen gut. Der Antrunk kommt leicht malzig und getreidig daher. Das Brauwasser ist sehr weich, was dem Bier eine hohe Süffigkeit verleiht. Der leicht herbe Abgang mit seinen kräuterartigen und floralen Hopfennoten weiß auch zu gefallen. Ich bin nun wirklich alles andere als ein passionierter Pilstrinker, aber das Rothaus Pils gefällt sogar mir ausgesprochen gut.",160,2018-01-28T07:59:49+01:00
64,3934,Tolles Pils mit Ecken und Kanten. Stilvolles Etikett.,180,2018-01-09T03:55:08+01:00
65,3939,,120,2018-01-05T14:02:18+01:00
66,282,"Geht gut runter. Eher mildes Pils. 
""Etwas"" überhyped, dennoch solide Kost. ",140,2017-12-28T20:39:14+01:00
67,3923,"Würzig herb lecker. Ein Hauch von Schwarzwald , so muss ein Bier schmecken.",160,2017-12-23T15:31:31+01:00
68,3871,,100,2017-12-23T12:06:50+01:00
69,3874,"Im Glas hellgelbe Farbe mit feinen Schaum. Der Geruch ist malzig, hopfig und getreidig. Der Antrunk malzig-süß und getreidig. Ein harmonischer und süffiger Körper mit Malz und Hopfen. Herber Abgang mit einer sanften Hopfenbitterkeit. Ein gutes, angenehm zu trinkendes Pils. Sehr empfehlenswert. ",160,2017-12-09T16:54:18+01:00
70,3893,,160,2017-11-23T19:03:51+01:00
71,3880,<3,160,2017-11-23T07:16:48+01:00
72,3868,,160,2017-11-07T16:29:28+01:00
73,3853,,160,2017-11-01T16:30:31+01:00
74,3828,,200,2017-10-12T09:15:18+02:00
75,3726,Dieses Bier am letzten Wochenende im Tannenzäpfle Land getrunken und ich gestehe die Etikette ist Kult und der Ruf des Bieres bei den Einheimischen auch nicht schlecht. Nun ich gestehe (O.K. ich werde gewiss gesteinigt) es ist nicht meine Sache...... es ist mir zu Hopfig und an einem warmen Sommertag brauche ich einen Durstlöscher und dies kann dieses Bier beim besten willen nicht..... es ist ein Bier am Abend nicht mehr und nicht weniger.,100,2017-08-14T22:31:26+02:00
76,3586,Ein sehr gut trinkbares Pilz. Leckerer Geschmack und nicht zu süß ,160,2017-07-16T18:06:04+02:00
77,3455,,100,2017-07-04T22:21:13+02:00
78,3654,,180,2017-06-19T19:16:25+02:00
79,3635,Lässt sich gut trinken. ,120,2017-06-09T10:39:16+02:00
80,3618,"Für mich ein Kult Bier aus den USA
""Der untere Süddeutsche abschnitt"" :D",160,2017-05-29T20:52:53+02:00
81,3609,,140,2017-05-25T14:04:37+02:00
82,3593,"Ein Bier wie der SC, originell, manchmal sehr beliebt, und immer sympathisch. Kleine, edle Flasche, auch überall bekannt.",140,2017-05-18T10:42:51+02:00
83,2013,"Nachdem ich das Tannenzäpfle nun schon seit etlichen Jahren kenne und immer geschätzt habe, möchte ich es heute, nach langer Zäpfleabstinenz, zum ersten Mal bewerten. 
Hellgelb ist die Farbe und die Blume ist pilstypisch üppig und fest. Optisch schon mal topp. Das naiv volkstümliche Etikett finde ich übrigens ganz gut. Die blonde Birgit (die immer des Bier gitt) übt mit den zwei gefüllten Humpen einen gewissen Reiz auf mich aus:-) 
Das Bier duftet malzig und leicht nach Getreide. Der Antrunk, mit seiner zurückhaltenden Rezenz ist schön süffig. Malz und Hopfen halten sich perfekt die Waage. Auch im Mund lassen sich Getreidenoten neben süßlichen Tönen ausmachen. Die Hopfenbittere ist ordentlich und bietet ein gutes Gerüst für die malzige Grundnote. Der Abgang ist deutlich vom Hopfen geprägt. Das weiche Brauwasser sorgt auch hier für eine tolle Süffigkeit. Ein wirklich gelungenes Industriebier.",140,2017-05-14T19:54:30+02:00
84,3582,"#NBGBST001 Ein hervorragendes Pils das seinen Geschmack aus dem guten Quellwasser, einem kräftigen Hopfen zieht. Hut ab. ",180,2017-05-13T20:36:33+02:00
85,3306,"Hellgelbe Farbe, kleine aber feine Blume. Riecht nach Getreide und Hopfen. Sehr süffige Pils, die Bitternis ist nicht übertrieben, vielleicht sogar ein bisschen zu wenig. Trotzdem ein sehr gutes Gesöff. Geht gut.",140,2017-04-28T20:58:31+02:00
86,3541,,80,2017-04-24T09:54:49+02:00
87,3543,,160,2017-04-23T13:44:51+02:00
88,3540,"Sehr leckeres Bier, Kräuter, leichte Bitternote, sanftes Quellwasser und kräftiger Hopfen. Natürlich fehlt inzwischen der Charme des Geheimtipps, trotzdem singe ich ab 1,0 L singe ich das Badener Lied! ",180,2017-04-22T22:51:36+02:00
89,3490,"Fällt mir sehr schwer Rothaus zu bewerten - einfach weil ich damit aufgewachsen bin. Wie beschreibt man Muttermilch...
Hell Strohfarben, sehr klar, weiße grobe und kurzlebige Krone - würzige hopfengeprägte Nase - Kräuter mit einem Hauch Honig.
Kommt erst an - wie man es von der Nase erwartet - verschwindet dann - wird zu klarem Quellwasser - und kommt dann mit einer sanften Hopfenbitterkeit wieder. Klingt lange mit etwas Kräutern und sanfter Bitternote aus. 
Mit kräftiger prickelnder Kohlensäure sehr erfrischend - gefällig - Kölschtrinkern vielleicht zu bitter - aber allgemein ein sehr allgemein verträgliches Bier für alle Gelegenheiten.",140,2017-04-17T01:55:38+02:00
90,3369,"Die 0,33L Flasche offenbart ein hellgelbes Pils mit guter Schaumkrone, diese ist mittelprächtig haltbar. Es steht im Ruf eines Geheimtips, wird in manchen Restaurants für utopische Preise serviert, die Erwartung ist also recht hoch. Das Etikett ist freilich altbacken, aber auch das hat seinen Flair. Wiedererkennungswert ist auf jeden Fall dadurch gegeben. Der Geruch ist so wie man es von einem Pils erwartet, hopfenlastig. So dominiert auch der Geschmack, wenn auch im Abgang dann eine leichte Malzigkeit zu schmecken ist, die aber stark im Hintergrund bleibt. Mir perlt dieses Pils etwas zu stark, was es etwas schwierig macht es als süffig zu bezeichnen. Für einen Pilsliebhaber mit Sicherheit das Richtige, für mich nicht genau das Richtige, die Geschmäcker sind halt verschieden.",100,2017-03-31T08:01:14+02:00
91,2813,"Höchstgelegenen Brauerei, 1000 Jahre altes Wasser, 2 Sorten Hopfen, viel Quatsch steht auf dem Etikett mit der hölzernen Bauernmaid. Is mal so überhaupt nicht mein Ding, das Kommerz-Angeber-Bier aus dem Höchst- nein Hochschwarzwald.",120,2017-03-26T19:15:52+02:00
92,3478,"Leider ein in die Mode gekommener Klassiker. Vor 20 Jahren noch ein regionaler Geheimtipp, ein Spitzenpils aus dem Schwarzwald. Wurde mir schon Ende der 80er von meinem Patenonkel eingeflößt. Wunderbare Würze und Quellwasser aus dem Schwarzwald machen es unvergleichlich. Etikett mit sensationellem Comic-Style. ",160,2017-03-25T10:06:22+01:00
93,3202,"Ein gutes Bier aus dem Schwarzwald,die kleinen flaschen 0,33l heißen tannenzäpfle, die großen 0,5l heißen rothaus pils , schöne Farbe und würzigkeit, die schaumkrone ist gut, leckeres Bier ",140,2017-03-12T23:16:42+01:00
94,3413,Schmekt mier nicht ist zu herb,80,2017-02-13T10:42:03+01:00
95,3408,"Preiswert gebrautes süßes Extraktbier. Will als Pils nicht anecken. Wir Frauen mögen´s gerne, weil es so neutral schmeckt.",80,2017-02-11T23:52:12+01:00
96,3350,,140,2017-01-18T07:32:19+01:00
97,3333,"An Farbe und Schaum gibts nichts zu meckern. Geruch sehr einladend nach Hopfen und Malz, welches dann der Geschmack bestätigt. Die angegebenen Pilskomponenten harmonieren wunderbar miteinander. Am Ende eine ganz leicht gesüßte Hopfennote, die nach mehr verlangt. Super Pils, trinken wir jedes Jahr zu Weihnachten. ",160,2017-01-09T08:32:35+01:00
98,2794,,120,2016-12-06T02:59:42+01:00
99,3285,,120,2016-12-01T21:27:03+01:00
100,3272,,140,2016-11-19T22:56:53+01:00
101,3254,,120,2016-11-09T23:00:22+01:00
102,3239,,200,2016-11-02T20:31:49+01:00
103,2131,"Da habe ich Rothaus Pils und Rothaus Tannenzäpfle zusammen eingekauft. Sie standen ja schön nebeneinander im Getränkeshop um jetzt festzustellen das es das gleiche Bier ist. Das Pils ist in 0,5 l und das Tannenzäpfle in 0,33 l Flaschen erhältlich. Das Tannenzäpfle ist aufwendiger in der Ausstattung, was sich natürlich auch im Preis niederschlägt. Die Goldfolie und die bunten Etiketten müssen aber auch erst gefallen. Auf mich wirkt es etwas altbacken. Das soll aber keinen Einfluss auf die Bewertung haben.

Das Pils: Mit 5,1 % Alkohol im oberen Bereich für diesen Bierstil. Die Farbe des blank filtrierten Bieres ist hellgelb. Die Schaumkrone schön feinporig und haltbar. Nur wenig sehr feine Kohlensäure perlt im Glas. Der Antrunk ist für ein Pils vollmundig. Es zeigt sich ein leicht süßlicher  Malzkörper. Schnell kommen milde Säure und gute Hopfenherbe hinzu. Die Rezenz fällt für meinen Geschmack etwas knapp aus. Der herbe Abgang macht dann Lust auf mehr von dem Bier. Das ist ein leckeres Pils was sich deutlich von den anderen Industriebieren deutlich nach oben absetzt.

Das Tannenzäpfle: Es ist tatsächlich kaum ein Unterschied festzustellen. Vielleicht im Abgang minimal würziger. Das liegt vermutlich an einen anderen MHD und somit an einer anderen Sudnummer. ",140,2016-10-26T09:55:33+02:00
104,3088,"Das Rothaus Tannenzäpfle Pils oder auch nur Tannenzäpfle komt mit 5,1% Alkohol daher. Im Glas gelb und klar mit etwas Schaum, im Geruch getreidig. Geschmacklich dann ein interessantes Pils. Getreidige Noten, durchaus mehr Würze als bei einem Standard Pils, eher ein Export. Dazu etwas Herbe im Abgang, durchaus trinkbar aber nicht so ganz mein Fall. Fazit: Interessantes Pils.",120,2016-10-22T11:52:47+02:00
105,2747,"Das Rothaus Pils Tannenzäpfle. Eine Klassiker-Rezension. Zuerst getrunken habe ich es vor rund 10 Jahren, als es bei meinem damaligen Sushi-Lieblingsrestaurant auf einmal auf der Karte stand. Damals war das Restaurant wohl brauereifrei und das Rothaus schwappte über den Umweg über die Szenelokale des Hamburger Schanzenviertels nach Nordbayern herein. Es war die kleine kompakte Flasche, ich komme mit so kleinen Bieren immer nicht so wirklich klar, wurde mit einem Seidla sozialsiert. Gegen die Siegerländer Pilssorten ist es eher mild zu nennen, läuft also recht gut. Über das Bier wurde hier ja schon jede Menge geschrieben, zusammengefasst: Ein leicht süßliches Pils mit hervorragendem Packaging und noch besserem Marketing. Ordentlich, aber kein Überbier. Ich schließe mich den Vorschreibern an und vergebe 7 Öffner.",140,2016-10-03T20:54:54+02:00
106,3178,,140,2016-09-22T14:41:04+02:00
107,2364,"Eines der Wirklich schönsten Pilsflaschen die ich je gesehen habe!!!
Mal schauen was das Bier kann ich hoffe Gutes :)
Eine Schöne Gold Hellgelbe Farbe zeigt sich es sprudelt leicht.
Der Schaum ist Feinporig 2 Finger hoch.
Ohh wie schön das riecht...Typisch Pils es riecht Grasig nach Feld Süßlich und Fruchtig im vergleich zu anderen ist hierbei der Geruch sehr deutlich zu riechen es versteckt sich nichts!!!
Der erste Schluck ist doch ein wenig sehr Süß der typische Pilsgeschmack kommt super rüber :))
Es ist Feinherb ein bisschen zu wenig Hopfen sogar sehr schön Malzig ist es aber.
FAZIT: Ein nettes Pils aus dem Schwarzwald es ist mir allerdings etwas sehr Süß und es fehlt ein bisschen mehr Hopfen damit da was im Mund aufgeht und nicht mal eben flüchtig vorbei rauscht ;) von mir gibt es hierfür mit zugedrücktem Auge 7/10 Points!!!",140,2016-09-17T23:27:07+02:00
108,2809,"Schönes Etikett, für ein Pils ist es aber nicht wirklich. Dafür ist die Hopfenbittere einfach zu wenig ausgeprägt. Auch wenn das die halbe Club-Welt in der Hand hält. Das ist doch eher gute Marketing als ein gutes Bier. Aber die kleine Flasche macht schon Spaß, auch wegen dem hölzernen Mädel drauf.",140,2016-09-16T23:27:13+02:00
109,2106,"Das Tannenzäpfle hat eine klare, sehr helle, strohgelbe Farbe. Der weiße, cremige Schaum hält sich mit einer kleinen Decke und mittlerer Verweildauer im Glas. Meine Nase riecht würzige,waldige Tannenzäpfle, mit dezenter Hopfenbitternis und leichte Karamellnsüße. Diese schmecke ich auch im süffigen ,würzigen Antrunk. Das Gerstenmalz  kommt medium mit stärkeren Tannenzäpfle und leichter, süffiger Karamellsüße auf die Zunge. Im Abgang zeigt sich die Hopfenbitternis medium aber dominant. Die Aromen sind in Ordnung. Das Wasser aus dem Schwarzwald  ist weich. Für Nordlichter von der See, ist dieses Bier mit Sicherheit zu lasch. Es fehlt die konstante Hopfenbitternis. Der Körper könnte ein bisschen mehr Volumen vertragen.",120,2016-09-15T00:51:25+02:00
110,3140,"Leider hat die Rothauas Brauerrei über den Hype des Tannenzäpfle wohl das Bierbrauen verlernt. Vor Jahren in unseren Schwarzwald Kurz Urlauben immer ein gern gesehener leckerer Begleiter. Doch in diesem Jahr konnte mich das Bier überhaupt nicht mehr überzeugen...leider wie bei vielen Deutschen Bieren, wird der Ausstoß erhöht geht es zu Lasten der Qualität",40,2016-09-04T17:50:50+02:00
111,3138,"Sein Ruf ist besser als sein Geschmack; vor 20 Jahren habe ich es gemocht,aber man entwickelt sich zum Glück weiter. Leider ein Bier mit Hopfenextrakt, und daher nicht mehr zum Trinken zu gebrauchen.
Da ziehe ich ein ""Waldhaus"" oder ein ""Alpirsbacher"" tausendmal vor.
Anmerkung am 22.04.2018 
An alle : bitte beachtet, dass einige Brauereien jetzt nicht mehr die Hopfenextrakte in der Inhaltsliste aufführen, sogar von Aromahopfen sprechen. Entweder man verzichtet tatsächlich auf Extrakte und verwendet Hopfenpellets (ich glaube kaum, dass man echten Aromahopfen aus Hopfendolden verarbeitet) oder man belügt schlichtweg den Verbraucher!",100,2016-09-03T12:24:07+02:00
